210821,강원 강릉시 강동면 모전리
210822,강원 강릉시 강동면 산성우리
210821,강원 강릉시 강동면 상시동리
210822,강원 강릉시 강동면 심곡리
210824,강원 강릉시 강동면 안인리
210824,강원 강릉시 강동면 안인진리
210821,강원 강릉시 강동면 언별리
210824,강원 강릉시 강동면 임곡리
210824,강원 강릉시 강동면 정동진1리
210822,강원 강릉시 강동면 정동진2리
210822,강원 강릉시 강동면 정동진3리
210824,강원 강릉시 강동면 정동진리
210823,강원 강릉시 강동면 하시동리
210820,강원 강릉시 강동면 
210130,강원 강릉시 강문동 
210791,강원 강릉시 견소동 
210150,강원 강릉시 견소동 
210795,강원 강릉시 견소동 
210003,강원 강릉시 교1동 
210751,강원 강릉시 교1동 
210750,강원 강릉시 교1동 
210758,강원 강릉시 교1동 
210759,강원 강릉시 교1동 
210755,강원 강릉시 교1동 
210757,강원 강릉시 교1동 
210756,강원 강릉시 교1동 
210101,강원 강릉시 교1동 
210754,강원 강릉시 교1동 
210753,강원 강릉시 교1동 
210752,강원 강릉시 교1동 
210923,강원 강릉시 교1동 
210923,강원 강릉시 교1동 
210923,강원 강릉시 교1동 
210924,강원 강릉시 교1동 
210924,강원 강릉시 교1동 
210924,강원 강릉시 교1동 
210923,강원 강릉시 교1동 
210924,강원 강릉시 교1동 
210951,강원 강릉시 교1동 
210770,강원 강릉시 교1동 
210770,강원 강릉시 교1동 
210920,강원 강릉시 교2동 
210921,강원 강릉시 교2동 
210921,강원 강릉시 교2동 
210921,강원 강릉시 교2동 
210921,강원 강릉시 교2동 
210922,강원 강릉시 교2동 
210922,강원 강릉시 교2동 
210922,강원 강릉시 교2동 
210922,강원 강릉시 교2동 
210922,강원 강릉시 교2동 
210921,강원 강릉시 교2동 
210102,강원 강릉시 교2동 
210768,강원 강릉시 교2동 
210100,강원 강릉시 교동 
210811,강원 강릉시 구정면 구정리
210812,강원 강릉시 구정면 금광리
210813,강원 강릉시 구정면 덕현리
210812,강원 강릉시 구정면 어단리
210811,강원 강릉시 구정면 여찬리
210814,강원 강릉시 구정면 제비리
210811,강원 강릉시 구정면 학산리
210810,강원 강릉시 구정면 
210060,강원 강릉시 금학동 
210360,강원 강릉시 난곡동 
210706,강원 강릉시 난곡동 
210707,강원 강릉시 난곡동 
210020,강원 강릉시 남문동 
210300,강원 강릉시 남항진동 
210160,강원 강릉시 내곡동 
210773,강원 강릉시 내곡동 
210771,강원 강릉시 내곡동 
210772,강원 강릉시 내곡동 
210773,강원 강릉시 내곡동 
210772,강원 강릉시 내곡동 
210701,강원 강릉시 내곡동 
210925,강원 강릉시 내곡동 
210927,강원 강릉시 내곡동 
210926,강원 강릉시 내곡동 
210926,강원 강릉시 내곡동 
210928,강원 강릉시 노암동 
210929,강원 강릉시 노암동 
210928,강원 강릉시 노암동 
210930,강원 강릉시 노암동 
210932,강원 강릉시 노암동 
210931,강원 강릉시 노암동 
210210,강원 강릉시 노암동 
210784,강원 강릉시 노암동 
210783,강원 강릉시 노암동 
210783,강원 강릉시 노암동 
210785,강원 강릉시 노암동 
210782,강원 강릉시 노암동 
210781,강원 강릉시 노암동 
210708,강원 강릉시 노암동 
210775,강원 강릉시 노암동 
210190,강원 강릉시 담산동 
210340,강원 강릉시 대전동 
210270,강원 강릉시 두산동 
210030,강원 강릉시 명주동 
210200,강원 강릉시 박월동 
210290,강원 강릉시 병산동 
210851,강원 강릉시 사천면 노동리
210851,강원 강릉시 사천면 덕실리
210852,강원 강릉시 사천면 미노리
210852,강원 강릉시 사천면 방동리
210711,강원 강릉시 사천면 방동리
210851,강원 강릉시 사천면 사기막리
210853,강원 강릉시 사천면 사천진리
210852,강원 강릉시 사천면 산대월리
210851,강원 강릉시 사천면 석교리
210853,강원 강릉시 사천면 판교리
210853,강원 강릉시 사천면 하평리
210850,강원 강릉시 사천면 
210050,강원 강릉시 성남동 
210040,강원 강릉시 성내동 
210714,강원 강릉시 성내동 
210040,강원 강릉시 성내동 
210842,강원 강릉시 성산면 관음리
210842,강원 강릉시 성산면 구산리
210842,강원 강릉시 성산면 금산리
210843,강원 강릉시 성산면 보광리
210841,강원 강릉시 성산면 산북리
210842,강원 강릉시 성산면 송암리
210843,강원 강릉시 성산면 어흘리
210843,강원 강릉시 성산면 오봉리
210842,강원 강릉시 성산면 위촌리
210840,강원 강릉시 성산면 
210713,강원 강릉시 송정동 
210140,강원 강릉시 송정동 
210240,강원 강릉시 신석동 
210380,강원 강릉시 안현동 
210861,강원 강릉시 연곡면 동덕리
210862,강원 강릉시 연곡면 방내리
210863,강원 강릉시 연곡면 삼산1리
210863,강원 강릉시 연곡면 삼산2리
210863,강원 강릉시 연곡면 삼산3리
210864,강원 강릉시 연곡면 삼산4리
210863,강원 강릉시 연곡면 삼산리
210862,강원 강릉시 연곡면 송림리
210862,강원 강릉시 연곡면 신왕리
210861,강원 강릉시 연곡면 영진리
210762,강원 강릉시 연곡면 영진리
210762,강원 강릉시 연곡면 영진리
210762,강원 강릉시 연곡면 영진리
210865,강원 강릉시 연곡면 유등리
210865,강원 강릉시 연곡면 퇴곡리
210865,강원 강릉시 연곡면 행정리
210860,강원 강릉시 연곡면 
210831,강원 강릉시 옥계면 금진리
210832,강원 강릉시 옥계면 낙풍리
210833,강원 강릉시 옥계면 남양리
210833,강원 강릉시 옥계면 도직리
210832,강원 강릉시 옥계면 북동리
210834,강원 강릉시 옥계면 산계리
210831,강원 강릉시 옥계면 조산리
210833,강원 강릉시 옥계면 주수리
210833,강원 강릉시 옥계면 천남리
210834,강원 강릉시 옥계면 현내리
210830,강원 강릉시 옥계면 
210090,강원 강릉시 옥천동 
210709,강원 강릉시 옥천동 
210710,강원 강릉시 옥천동 
210712,강원 강릉시 옥천동 
210933,강원 강릉시 옥천동 
210933,강원 강릉시 옥천동 
210934,강원 강릉시 옥천동 
210776,강원 강릉시 옥천동 
210934,강원 강릉시 옥천동 
210914,강원 강릉시 왕산면 고단리
